epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,27895.6,0.83222,1.02532,1.26085,0.80439,0.72449,0.78616,0.68495,0.58175,0.94812,1.06574,2.96546e-05,2.96546e-05,2.96546e-05
184,28436.8,0.83044,1.0332,1.2654,0.80351,0.72449,0.78629,0.68474,0.5817,0.94797,1.06562,2.75441e-05,2.75441e-05,2.75441e-05
185,28976.6,0.82952,1.02603,1.25944,0.80243,0.72543,0.78634,0.68494,0.58168,0.94764,1.06565,2.55513e-05,2.55513e-05,2.55513e-05
186,29516.4,0.83199,1.03464,1.26279,0.80227,0.72397,0.78647,0.68512,0.58168,0.9475,1.06564,2.36769e-05,2.36769e-05,2.36769e-05
187,30058.3,0.82987,1.02711,1.26106,0.80251,0.72332,0.78642,0.68519,0.58173,0.94739,1.06566,2.19212e-05,2.19212e-05,2.19212e-05
188,30611.1,0.83216,1.02603,1.26107,0.80155,0.72454,0.78642,0.68532,0.5818,0.94736,1.06584,2.02847e-05,2.02847e-05,2.02847e-05
189,31152.5,0.83101,1.02886,1.26346,0.80174,0.72408,0.78638,0.68544,0.58185,0.94727,1.06596,1.87678e-05,1.87678e-05,1.87678e-05
190,31711.6,0.83031,1.03051,1.25987,0.80337,0.72307,0.7864,0.68556,0.5819,0.94711,1.06606,1.73709e-05,1.73709e-05,1.73709e-05
191,32299.3,0.63332,0.64188,1.15602,0.80397,0.72247,0.78623,0.68534,0.5819,0.94703,1.06614,1.60943e-05,1.60943e-05,1.60943e-05
192,32868.1,0.62594,0.62108,1.14996,0.80509,0.72252,0.78648,0.68497,0.58174,0.94691,1.06601,1.49383e-05,1.49383e-05,1.49383e-05
193,33417.2,0.62416,0.61491,1.147,0.80536,0.72239,0.78662,0.68516,0.58173,0.94675,1.06604,1.39032e-05,1.39032e-05,1.39032e-05
194,33956.9,0.62362,0.6052,1.14618,0.80532,0.72239,0.78649,0.68517,0.58182,0.94659,1.0663,1.29893e-05,1.29893e-05,1.29893e-05
195,34494.3,0.62401,0.6086,1.14755,0.80553,0.72159,0.78641,0.68505,0.58166,0.94643,1.06611,1.21968e-05,1.21968e-05,1.21968e-05
196,35032.9,0.62448,0.60478,1.14972,0.80706,0.72139,0.78642,0.6849,0.58148,0.9464,1.06588,1.15259e-05,1.15259e-05,1.15259e-05
197,35586.3,0.61972,0.60077,1.13928,0.80685,0.72069,0.78626,0.68462,0.58163,0.94629,1.06594,1.09768e-05,1.09768e-05,1.09768e-05
198,36132.7,0.61908,0.59739,1.14502,0.80503,0.7221,0.78626,0.68466,0.58164,0.9461,1.06585,1.05495e-05,1.05495e-05,1.05495e-05
199,36672.6,0.61546,0.59821,1.144,0.80384,0.72284,0.78632,0.68475,0.58152,0.94619,1.06555,1.02443e-05,1.02443e-05,1.02443e-05
200,37214.1,0.62081,0.59505,1.14211,0.80393,0.72244,0.78644,0.68472,0.58129,0.94603,1.06519,1.00611e-05,1.00611e-05,1.00611e-05
